project_id,slug,forked_from,fork,is_fork,license,default_branch,language,created_at,updated_at,num_core,num_commit,num_committer,num_commit_total,num_committer_total,num_star_GHT,num_star_GH,num_download,reverse_dependency_count,first_commit_date,age,num_issue,num_issue_total,num_closed,num_closed_total,num_external,num_external_total,num_pr,num_pr_total,project_type,size,size_GH,earning_last9months,total_earning,tip4commit,salt,flattr,patreon,paypal,bountysource,tidelift,kickstarter,opencollective,liberapay,tip4commit_sha,tip4commit_date,tip4commit_url,salt_sha,salt_date,salt_url,flattr_sha,flattr_date,flattr_url,patreon_sha,patreon_date,patreon_url,paypal_sha,paypal_date,paypal_url,bountysource_sha,bountysource_date,bountysource_url,tidelift_sha,tidelift_date,tidelift_url,kickstarter_sha,kickstarter_date,kickstarter_url,opencollective_sha,opencollective_date,opencollective_url,liberapay_sha,liberapay_date,liberapay_url
114834832,ianwremmel/debug,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2018-10-28T16:05:08Z,2018-10-28T22:38:40Z,2,21,1,21,1,0,0,3082515068,24798,10/28/2018 16:06,253.0,0,0,0,0,0,0,3,3,USR,56021,15,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48996136,LevelNewsOrg/source-map,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2016-10-22T20:01:55Z,2016-10-22T21:28:13Z,1,0,0,16,1,0,0,2622443546,1816,10/22/2016 20:01,989.0,0,0,0,0,0,0,0,0,ORG,35769,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105634111,ts-common/source-map,,0,False,"{'spdx_id': 'Apache-2.0', 'node_id': 'MDc6TGljZW5zZTI=', 'name': 'Apache License 2.0', 'key': 'apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0'}",master,TypeScript,2018-08-01T18:28:26Z,2019-04-04T18:10:31Z,1,38,1,85,1,0,0,2622443546,1816,8/1/2018 18:28,341.0,0,0,0,0,0,0,8,11,ORG,232004,145,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81433,mozilla/source-map,,255,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",master,JavaScript,2011-07-07T22:07:39Z,2019-07-09T02:25:58Z,3,12,6,666,33,1053,1842,2622443546,1816,7/7/2011 21:16,2923.0,16,174,8,122,16,154,21,214,ORG,28375316,7244,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79858948,jdists/glob,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,TypeScript,2017-11-09T10:10:46Z,2017-11-10T09:08:23Z,1,0,0,3,1,0,0,2586620317,14281,11/10/2017 9:04,606.0,0,0,0,0,0,0,0,0,ORG,39364,6,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107869129,dot-store/glob,,0,False,,master,JavaScript,2018-08-20T02:40:04Z,2019-02-08T22:12:28Z,1,50,1,53,1,0,0,2586620317,14281,8/25/2018 6:19,318.0,0,0,0,0,0,0,0,0,ORG,527725,729,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131641510,emit-js/glob,,0,False,,master,JavaScript,2019-04-07T01:48:25Z,2019-04-07T08:05:37Z,1,35,1,35,1,0,0,2586620317,14281,3/6/2019 18:19,124.0,0,0,0,0,0,0,0,0,ORG,651419,356,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12811880,silexjs/glob,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2014-10-22T21:42:04Z,2014-12-08T10:22:29Z,2,0,0,9,2,1,1,2586620317,14281,10/22/2014 19:42,1720.0,0,0,0,0,0,0,0,0,ORG,35282,172,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53001498,alexbinary/glob,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2016-12-19T09:18:56Z,2016-12-29T11:43:14Z,1,0,0,4,1,0,0,2586620317,14281,12/19/2016 9:18,932.0,0,0,0,0,0,0,0,0,USR,63258,11,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117187722,distributed-systems/glob,,0,False,,master,JavaScript,2018-11-18T17:57:01Z,2019-03-04T18:15:13Z,1,4,1,4,1,0,0,2586620317,14281,11/18/2018 17:57,232.0,0,0,0,0,0,0,0,0,ORG,38757,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117195154,dot-event/glob,,0,False,,master,JavaScript,2019-02-08T22:12:42Z,2019-04-01T19:09:01Z,1,29,1,29,1,0,0,2586620317,14281,11/18/2018 19:50,232.0,0,0,0,0,0,0,0,0,ORG,629998,897,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115862537,zxh19890103/async,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2018-11-06T16:00:51Z,2018-11-06T16:33:13Z,2,4,1,4,1,0,0,2448063980,25623,11/6/2018 16:00,244.0,0,0,0,0,0,0,0,0,USR,24020,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12524744,oxygenjs/async,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2014-10-06T09:26:02Z,2014-10-08T02:01:20Z,1,0,0,3,1,0,0,2448063980,25623,10/6/2014 7:26,1737.0,0,0,0,0,0,0,0,0,ORG,31548,136,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97864224,ihteandr/async,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2018-05-13T16:58:19Z,2018-09-17T08:36:58Z,2,3,0,12,2,0,0,2448063980,25623,5/13/2018 16:58,421.0,0,0,0,0,0,0,0,0,USR,476896,80,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77581668,timelaps/async,,0,False,,master,JavaScript,2017-10-17T01:21:29Z,2017-10-17T01:21:39Z,1,0,0,8,1,0,0,2448063980,25623,10/17/2017 1:20,630.0,0,0,0,0,0,0,0,0,ORG,58222,12,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61587082,colingourlay/async,,0,False,,master,JavaScript,2017-04-05T17:11:21Z,2019-04-05T17:20:27Z,1,0,0,7,1,1,1,2448063980,25623,4/5/2017 17:09,824.0,0,0,0,0,0,0,0,0,USR,490820,70,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013914,cjssdk/async,,1,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",master,JavaScript,2015-12-17T17:29:20Z,2018-08-06T20:10:40Z,1,0,0,75,1,0,1,2448063980,25623,12/17/2015 20:19,1299.0,0,0,0,0,0,0,0,1,ORG,1668623,440,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14449197,heya/async,,1,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",master,JavaScript,2013-04-02T04:27:53Z,2019-01-28T17:05:40Z,1,3,2,157,3,2,3,2448063980,25623,4/8/2013 1:18,2283.0,0,0,0,0,0,0,0,1,ORG,361715,130,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57491681,thatsmrtalbot/async,,2,False,,master,TypeScript,2017-02-18T15:45:19Z,2017-03-17T09:37:31Z,3,0,0,21,4,1,1,2448063980,25623,2/18/2017 0:34,871.0,0,0,0,0,0,0,0,2,USR,180738,46,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28590789,marcoscaceres/async,,0,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",gh-pages,JavaScript,2015-11-10T04:45:54Z,2016-11-08T01:20:14Z,1,0,0,79,1,1,1,2448063980,25623,11/10/2015 3:45,1337.0,0,0,0,0,0,0,0,0,USR,113103,43,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881960,ibrokethat/async,,0,False,,master,JavaScript,2012-08-30T17:32:54Z,2014-01-21T13:17:32Z,1,0,0,15,1,0,0,2448063980,25623,11/12/2012 14:29,2429.0,0,0,0,0,0,0,0,0,USR,60204,192,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,caolan/async,,2326,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2010-06-01T21:01:30Z,2019-07-09T13:34:36Z,4,30,12,1726,91,24572,25786,2448063980,25623,4/29/2011 12:30,2992.0,46,1022,49,969,43,985,19,631,USR,18430256,5700,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235511,substack/minimist,,195,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",master,JavaScript,2013-06-25T08:14:48Z,2019-07-09T14:02:45Z,1,0,0,69,13,2731,3716,2427046002,12308,6/25/2013 4:30,2205.0,6,69,1,29,6,69,2,63,USR,110043,467,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183711,lodash/lodash,,4159,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",master,JavaScript,2012-04-07T04:11:46Z,2019-07-09T13:22:11Z,1,41,20,7953,226,25908,40056,2341813207,75014,4/22/2012 15:49,2633.0,276,3124,269,3003,276,3072,119,983,ORG,0,44758,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49933194,treelinehq/lodash,,2,False,,master,JavaScript,2016-11-02T18:06:07Z,2018-10-27T12:48:40Z,1,0,0,17,2,0,2,2341813207,75014,11/3/2016 23:51,977.0,0,0,0,0,0,0,0,0,ORG,917143,111,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71185631,SASSET/lodash,,0,False,,master,JavaScript,2017-08-03T01:36:03Z,2017-08-03T05:04:46Z,1,0,0,4,1,0,0,2341813207,75014,8/3/2017 4:42,705.0,0,0,0,0,0,0,0,0,ORG,5318353,1653,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67739944,eslib/lodash,,0,False,,master,TypeScript,2017-06-21T11:30:56Z,2017-07-11T01:42:46Z,1,0,0,15,1,0,0,2341813207,75014,6/21/2017 11:46,747.0,0,0,0,0,0,0,0,0,USR,381523,93,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29329273,request/qs,,0,False,"{'spdx_id': 'Apache-2.0', 'node_id': 'MDc6TGljZW5zZTI=', 'name': 'Apache License 2.0', 'key': 'apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0'}",master,JavaScript,2015-12-01T09:33:44Z,2019-01-15T23:54:59Z,1,0,0,3,1,0,0,2281319068,4096,10/16/2015 10:17,1361.0,0,0,0,0,0,0,0,0,ORG,37879,5,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36720044,seedalpha/qs,,0,False,,master,JavaScript,2014-10-30T07:41:35Z,2015-09-02T06:03:52Z,0,0,0,2,0,0,0,2281319068,4096,,,0,0,0,0,0,0,0,0,ORG,22467,116,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12395678,nathanfaucett/qs,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2014-09-13T20:55:51Z,2017-02-12T19:02:19Z,1,0,0,15,1,0,0,2281319068,4096,9/13/2014 18:56,1759.0,0,0,0,0,0,0,0,0,USR,71405,13,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14608293,nire0510/qs,,2,False,,master,JavaScript,2014-12-30T10:31:07Z,2018-06-05T06:17:24Z,2,0,0,73,3,34,29,2281319068,4096,12/30/2014 9:30,1652.0,0,1,0,1,0,1,0,1,USR,106254,53,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028287,koajs/qs,,13,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2013-12-19T10:06:39Z,2019-07-02T13:50:18Z,4,0,1,15,7,55,68,2281319068,4096,12/19/2013 9:06,2028.0,1,6,0,1,1,6,1,16,ORG,54887,11,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59921227,mafjs/kind-of,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2017-03-17T03:14:43Z,2017-03-17T03:26:19Z,1,0,0,2,1,0,0,2246954396,365,3/17/2017 3:23,844.0,0,0,0,0,0,0,0,0,ORG,32783,3,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12842696,jonschlinkert/kind-of,,25,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2014-09-26T08:09:25Z,2019-07-09T08:08:41Z,1,0,0,112,1,107,209,2246954396,365,9/26/2014 6:08,1747.0,1,10,0,8,1,10,3,19,USR,232066,107,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32466184,yargs/yargs,,581,False,"{'spdx_id': 'NOASSERTION', 'node_id': 'MDc6TGljZW5zZTA=', 'name': 'Other', 'key': 'other', 'url': None}",master,JavaScript,2013-11-07T17:25:51Z,2019-07-09T11:37:38Z,3,67,25,1444,106,2857,6481,2129917477,13276,2/20/2016 20:51,1234.0,92,570,46,327,89,503,52,419,ORG,3582897,2470,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103265682,zephinzer/ms,,0,False,,master,TypeScript,2018-07-08T08:29:14Z,2018-08-07T02:02:18Z,2,0,0,89,3,0,0,2083117432,1250,7/8/2018 8:28,366.0,0,0,0,0,0,0,0,0,USR,1218757,581,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45025119,zeit/ms,,155,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2012-03-08T02:10:13Z,2019-07-08T07:34:20Z,2,3,3,143,17,829,2349,2083117432,1250,9/3/2016 23:39,1038.0,4,24,0,15,4,24,5,48,USR,295663,196,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102466851,jm-root/ms,,1,False,,master,JavaScript,2018-06-29T08:31:52Z,2019-02-03T12:23:04Z,1,33,1,120,1,1,1,2083117432,1250,6/29/2018 8:31,375.0,0,0,0,0,0,0,0,0,ORG,1320614,545,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46939698,renolc/chalk,,0,False,,master,JavaScript,2016-09-29T22:19:03Z,2017-03-27T01:58:58Z,1,0,0,74,1,2,1,2027066132,40344,9/28/2016 22:39,1013.0,0,8,0,6,0,8,0,1,USR,102979,46,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64311616,uwriegel/Commander,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,TypeScript,2017-08-12T13:59:05Z,2017-10-27T13:37:11Z,1,0,0,237,1,0,0,2025544827,0,5/8/2017 16:05,791.0,0,0,0,0,0,0,0,0,USR,2508202,1273,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91574850,js-migrations/commander,,1,False,"{'spdx_id': 'GPL-3.0', 'node_id': 'MDc6TGljZW5zZTk=', 'name': 'GNU General Public License v3.0', 'key': 'gpl-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0'}",master,TypeScript,2018-03-14T16:32:50Z,2019-07-09T03:27:04Z,1,329,1,668,2,0,1,2025544827,32442,3/14/2018 16:38,481.0,0,2,0,2,0,2,0,1,ORG,1397748,832,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25644525,FormulaPages/isarray,,0,False,,master,JavaScript,2015-09-12T19:29:53Z,2015-09-12T19:31:16Z,1,0,0,6,1,0,0,1988452024,431,9/12/2015 17:30,1395.0,0,0,0,0,0,0,0,0,ORG,22953,128,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71551736,unctionjs/isArray,,0,False,"{'spdx_id': 'ISC', 'node_id': 'MDc6TGljZW5zZTEw', 'name': 'ISC License', 'key': 'isc', 'url': 'https://api.github.com/licenses/isc'}",core,JavaScript,2017-08-07T21:38:46Z,2019-06-16T05:17:22Z,1,2,0,86,1,0,0,1988452024,0,8/7/2017 21:38,700.0,0,0,0,0,0,0,0,0,ORG,718057,1174,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651545,isaacs/inherits,,71,False,"{'spdx_id': 'ISC', 'node_id': 'MDc6TGljZW5zZTEw', 'name': 'ISC License', 'key': 'isc', 'url': 'https://api.github.com/licenses/isc'}",master,JavaScript,2011-04-07T00:30:10Z,2019-07-03T12:38:44Z,2,0,0,19,5,274,295,1883342782,2267,3/22/2012 20:19,2664.0,0,8,0,4,0,8,1,24,USR,46073,45,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74292524,whydoidoit/inherits,,0,False,,master,JavaScript,2017-09-10T11:12:38Z,2017-09-11T00:03:07Z,1,0,0,10,1,0,0,1883342782,2267,9/10/2017 11:12,666.0,0,0,0,0,0,0,0,0,USR,41748,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15174108,nathanfaucett/inherits,,0,False,"{'spdx_id': 'MIT', 'node_id': 'MDc6TGljZW5zZTEz', 'name': 'MIT License', 'key': 'mit', 'url': 'https://api.github.com/licenses/mit'}",master,JavaScript,2015-01-17T00:09:01Z,2017-03-08T15:36:52Z,1,0,0,15,1,0,0,1883342782,2267,1/16/2015 23:09,1634.0,0,0,0,0,0,0,0,0,USR,43379,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234646,isaacs/minimatch,,150,False,"{'spdx_id': 'ISC', 'node_id': 'MDc6TGljZW5zZTEw', 'name': 'ISC License', 'key': 'isc', 'url': 'https://api.github.com/licenses/isc'}",master,JavaScript,2011-07-16T02:45:46Z,2019-07-08T16:47:27Z,1,0,0,172,14,1400,1974,1818081505,3713,1/19/2012 0:13,2728.0,4,66,2,36,4,65,0,48,USR,272015,163,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
